individual,species,lab,sex,age,condition,round,range,urban_habitat,adult_sociality,caching,source,live_hunting,flock_size,touch,latency
b2,large_billed_crow,5,f,Adult,Control,3,0,1,0,0,0,1,1,0,600
b2,large_billed_crow,5,f,Adult,Novel_food,1,0,1,0,0,0,1,1,0,600
b2,large_billed_crow,5,f,Adult,Novel_food,2,0,1,0,0,0,1,1,0,600
b2,large_billed_crow,5,f,Adult,Novel_food,3,0,1,0,0,0,1,1,0,600
b2,large_billed_crow,5,f,Adult,Novel_object,1,0,1,0,0,0,1,1,0,600
b2,large_billed_crow,5,f,Adult,Novel_object,2,0,1,0,0,0,1,1,0,600
b2,large_billed_crow,5,f,Adult,Novel_object,3,0,1,0,0,0,1,1,0,600
BB,large_billed_crow,5,m,Adult,Control,1,0,1,0,0,0,1,1,1,188
BB,large_billed_crow,5,m,Adult,Control,2,0,1,0,0,0,1,1,0,600
BB,large_billed_crow,5,m,Adult,Control,3,0,1,0,0,0,1,1,1,277.6
BB,large_billed_crow,5,m,Adult,Novel_food,1,0,1,0,0,0,1,1,0,600
BB,large_billed_crow,5,m,Adult,Novel_food,2,0,1,0,0,0,1,1,0,600
BB,large_billed_crow,5,m,Adult,Novel_food,3,0,1,0,0,0,1,1,0,600
BB,large_billed_crow,5,m,Adult,Novel_object,1,0,1,0,0,0,1,1,0,600
BB,large_billed_crow,5,m,Adult,Novel_object,2,0,1,0,0,0,1,1,0,600
BB,large_billed_crow,5,m,Adult,Novel_object,3,0,1,0,0,0,1,1,1,411.6
bb_2,large_billed_crow,5,f,Adult,Control,1,0,1,0,0,0,1,1,0,600
bb_2,large_billed_crow,5,f,Adult,Control,2,0,1,0,0,0,1,1,0,600
bb_2,large_billed_crow,5,f,Adult,Control,3,0,1,0,0,0,1,1,0,600
bb_2,large_billed_crow,5,f,Adult,Novel_food,1,0,1,0,0,0,1,1,0,600
bb_2,large_billed_crow,5,f,Adult,Novel_food,2,0,1,0,0,0,1,1,0,600
bb_2,large_billed_crow,5,f,Adult,Novel_food,3,0,1,0,0,0,1,1,0,600
bb_2,large_billed_crow,5,f,Adult,Novel_object,1,0,1,0,0,0,1,1,1,188
bb_2,large_billed_crow,5,f,Adult,Novel_object,2,0,1,0,0,0,1,1,0,600
bb_2,large_billed_crow,5,f,Adult,Novel_object,3,0,1,0,0,0,1,1,0,600
FG,large_billed_crow,5,f,Adult,Control,1,0,1,0,0,0,1,1,0,600
FG,large_billed_crow,5,f,Adult,Control,2,0,1,0,0,0,1,1,0,600
FG,large_billed_crow,5,f,Adult,Control,3,0,1,0,0,0,1,1,0,600
FG,large_billed_crow,5,f,Adult,Novel_food,1,0,1,0,0,0,1,1,0,600
FG,large_billed_crow,5,f,Adult,Novel_food,2,0,1,0,0,0,1,1,0,600
FG,large_billed_crow,5,f,Adult,Novel_food,3,0,1,0,0,0,1,1,0,600
FG,large_billed_crow,5,f,Adult,Novel_object,1,0,1,0,0,0,1,1,0,600
FG,large_billed_crow,5,f,Adult,Novel_object,2,0,1,0,0,0,1,1,0,600
FG,large_billed_crow,5,f,Adult,Novel_object,3,0,1,0,0,0,1,1,0,600
LBC_27,large_billed_crow,5,m,Adult,Control,1,0,1,0,0,0,1,1,1,82
LBC_27,large_billed_crow,5,m,Adult,Control,2,0,1,0,0,0,1,1,1,31.2
LBC_27,large_billed_crow,5,m,Adult,Control,3,0,1,0,0,0,1,1,1,282.4
LBC_27,large_billed_crow,5,m,Adult,Novel_food,1,0,1,0,0,0,1,1,0,600
LBC_27,large_billed_crow,5,m,Adult,Novel_food,2,0,1,0,0,0,1,1,0,600
LBC_27,large_billed_crow,5,m,Adult,Novel_food,3,0,1,0,0,0,1,1,0,600
LBC_27,large_billed_crow,5,m,Adult,Novel_object,1,0,1,0,0,0,1,1,1,28
LBC_27,large_billed_crow,5,m,Adult,Novel_object,2,0,1,0,0,0,1,1,1,16.2
LBC_27,large_billed_crow,5,m,Adult,Novel_object,3,0,1,0,0,0,1,1,1,152.6
OW,large_billed_crow,5,m,Adult,Control,1,0,1,0,0,0,1,1,0,600
OW,large_billed_crow,5,m,Adult,Control,2,0,1,0,0,0,1,1,0,600
OW,large_billed_crow,5,m,Adult,Control,3,0,1,0,0,0,1,1,0,600
OW,large_billed_crow,5,m,Adult,Novel_food,1,0,1,0,0,0,1,1,0,600
OW,large_billed_crow,5,m,Adult,Novel_food,2,0,1,0,0,0,1,1,1,365.4
OW,large_billed_crow,5,m,Adult,Novel_food,3,0,1,0,0,0,1,1,0,600
OW,large_billed_crow,5,m,Adult,Novel_object,1,0,1,0,0,0,1,1,0,600
OW,large_billed_crow,5,m,Adult,Novel_object,2,0,1,0,0,0,1,1,0,600
OW,large_billed_crow,5,m,Adult,Novel_object,3,0,1,0,0,0,1,1,0,600
PP,large_billed_crow,5,m,Adult,Control,1,0,1,0,0,0,1,1,0,600
PP,large_billed_crow,5,m,Adult,Control,2,0,1,0,0,0,1,1,0,600
PP,large_billed_crow,5,m,Adult,Control,3,0,1,0,0,0,1,1,0,600
PP,large_billed_crow,5,m,Adult,Novel_food,1,0,1,0,0,0,1,1,0,600
PP,large_billed_crow,5,m,Adult,Novel_food,2,0,1,0,0,0,1,1,0,600
PP,large_billed_crow,5,m,Adult,Novel_food,3,0,1,0,0,0,1,1,0,600
PP,large_billed_crow,5,m,Adult,Novel_object,1,0,1,0,0,0,1,1,0,600
PP,large_billed_crow,5,m,Adult,Novel_object,2,0,1,0,0,0,1,1,0,600
PP,large_billed_crow,5,m,Adult,Novel_object,3,0,1,0,0,0,1,1,1,5.8
PY,large_billed_crow,5,m,Adult,Control,1,0,1,0,0,0,1,1,0,600
PY,large_billed_crow,5,m,Adult,Control,2,0,1,0,0,0,1,1,0,600
PY,large_billed_crow,5,m,Adult,Control,3,0,1,0,0,0,1,1,1,28.2
PY,large_billed_crow,5,m,Adult,Novel_food,1,0,1,0,0,0,1,1,1,50
PY,large_billed_crow,5,m,Adult,Novel_food,2,0,1,0,0,0,1,1,1,210.6
PY,large_billed_crow,5,m,Adult,Novel_food,3,0,1,0,0,0,1,1,0,600
PY,large_billed_crow,5,m,Adult,Novel_object,1,0,1,0,0,0,1,1,0,600
PY,large_billed_crow,5,m,Adult,Novel_object,2,0,1,0,0,0,1,1,0,600
PY,large_billed_crow,5,m,Adult,Novel_object,3,0,1,0,0,0,1,1,0,600
RR,large_billed_crow,5,m,Adult,Control,1,0,1,0,0,0,1,1,1,4.6
RR,large_billed_crow,5,m,Adult,Control,2,0,1,0,0,0,1,1,1,28.2
RR,large_billed_crow,5,m,Adult,Control,3,0,1,0,0,0,1,1,1,26
RR,large_billed_crow,5,m,Adult,Novel_food,1,0,1,0,0,0,1,1,1,8.8
RR,large_billed_crow,5,m,Adult,Novel_food,2,0,1,0,0,0,1,1,1,7.4
RR,large_billed_crow,5,m,Adult,Novel_food,3,0,1,0,0,0,1,1,0,600
RR,large_billed_crow,5,m,Adult,Novel_object,1,0,1,0,0,0,1,1,1,11
RR,large_billed_crow,5,m,Adult,Novel_object,2,0,1,0,0,0,1,1,1,193.6
RR,large_billed_crow,5,m,Adult,Novel_object,3,0,1,0,0,0,1,1,0,600
vf,large_billed_crow,5,f,Adult,Control,1,0,1,0,0,0,1,1,1,255
vf,large_billed_crow,5,f,Adult,Control,2,0,1,0,0,0,1,1,1,187
vf,large_billed_crow,5,f,Adult,Control,3,0,1,0,0,0,1,1,1,542.2
vf,large_billed_crow,5,f,Adult,Novel_food,1,0,1,0,0,0,1,1,0,600
vf,large_billed_crow,5,f,Adult,Novel_food,2,0,1,0,0,0,1,1,0,600
vf,large_billed_crow,5,f,Adult,Novel_food,3,0,1,0,0,0,1,1,0,600
vf,large_billed_crow,5,f,Adult,Novel_object,1,0,1,0,0,0,1,1,1,349.6
vf,large_billed_crow,5,f,Adult,Novel_object,2,0,1,0,0,0,1,1,1,532.6
vf,large_billed_crow,5,f,Adult,Novel_object,3,0,1,0,0,0,1,1,1,140
VR,large_billed_crow,5,m,Adult,Control,1,0,1,0,0,0,1,1,1,11.4
VR,large_billed_crow,5,m,Adult,Control,2,0,1,0,0,0,1,1,0,600
VR,large_billed_crow,5,m,Adult,Control,3,0,1,0,0,0,1,1,1,49.4
VR,large_billed_crow,5,m,Adult,Novel_food,1,0,1,0,0,0,1,1,1,17
VR,large_billed_crow,5,m,Adult,Novel_food,2,0,1,0,0,0,1,1,0,600
VR,large_billed_crow,5,m,Adult,Novel_food,3,0,1,0,0,0,1,1,1,25.6
VR,large_billed_crow,5,m,Adult,Novel_object,1,0,1,0,0,0,1,1,1,5.8
VR,large_billed_crow,5,m,Adult,Novel_object,2,0,1,0,0,0,1,1,0,600
VR,large_billed_crow,5,m,Adult,Novel_object,3,0,1,0,0,0,1,1,1,25.2
VV,large_billed_crow,5,m,Adult,Control,1,0,1,0,0,0,1,1,0,600
VV,large_billed_crow,5,m,Adult,Control,2,0,1,0,0,0,1,1,0,600
VV,large_billed_crow,5,m,Adult,Control,3,0,1,0,0,0,1,1,1,210
VV,large_billed_crow,5,m,Adult,Novel_food,1,0,1,0,0,0,1,1,0,600
VV,large_billed_crow,5,m,Adult,Novel_food,2,0,1,0,0,0,1,1,0,600
VV,large_billed_crow,5,m,Adult,Novel_food,3,0,1,0,0,0,1,1,0,600
VV,large_billed_crow,5,m,Adult,Novel_object,1,0,1,0,0,0,1,1,0,600
VV,large_billed_crow,5,m,Adult,Novel_object,2,0,1,0,0,0,1,1,1,600
VV,large_billed_crow,5,m,Adult,Novel_object,3,0,1,0,0,0,1,1,1,212.6
WW,large_billed_crow,5,f,Adult,Control,1,0,1,0,0,0,1,1,1,47.2
WW,large_billed_crow,5,f,Adult,Control,2,0,1,0,0,0,1,1,1,488.8
WW,large_billed_crow,5,f,Adult,Control,3,0,1,0,0,0,1,1,0,600
WW,large_billed_crow,5,f,Adult,Novel_food,1,0,1,0,0,0,1,1,0,600
WW,large_billed_crow,5,f,Adult,Novel_food,2,0,1,0,0,0,1,1,0,600
WW,large_billed_crow,5,f,Adult,Novel_food,3,0,1,0,0,0,1,1,0,600
WW,large_billed_crow,5,f,Adult,Novel_object,1,0,1,0,0,0,1,1,1,21.6
WW,large_billed_crow,5,f,Adult,Novel_object,2,0,1,0,0,0,1,1,0,600
WW,large_billed_crow,5,f,Adult,Novel_object,3,0,1,0,0,0,1,1,1,220
Birute,New_caledonian_crow,10,f,Juvenile,Control,1,1,0,1,0,1,1,0,1,24
Birute,New_caledonian_crow,10,f,Juvenile,Control,2,1,0,1,0,1,1,0,1,10.8
Birute,New_caledonian_crow,10,f,Juvenile,Control,3,1,0,1,0,1,1,0,1,5.8
Birute,New_caledonian_crow,10,f,Juvenile,Novel_food,1,1,0,1,0,1,1,0,1,31
Birute,New_caledonian_crow,10,f,Juvenile,Novel_food,2,1,0,1,0,1,1,0,1,27
Birute,New_caledonian_crow,10,f,Juvenile,Novel_food,3,1,0,1,0,1,1,0,1,10.8
Birute,New_caledonian_crow,10,f,Juvenile,Novel_object,2,1,0,1,0,1,1,0,0,0
Birute,New_caledonian_crow,10,f,Juvenile,Novel_object,3,1,0,1,0,1,1,0,1,19.8
Fifi,New_caledonian_crow,10,f,Juvenile,Control,1,1,0,1,0,1,1,0,1,11.8
Fifi,New_caledonian_crow,10,f,Juvenile,Control,2,1,0,1,0,1,1,0,1,46
Fifi,New_caledonian_crow,10,f,Juvenile,Control,3,1,0,1,0,1,1,0,1,165.2
Fifi,New_caledonian_crow,10,f,Juvenile,Novel_food,1,1,0,1,0,1,1,0,1,15.6
Fifi,New_caledonian_crow,10,f,Juvenile,Novel_food,2,1,0,1,0,1,1,0,1,35.4
Fifi,New_caledonian_crow,10,f,Juvenile,Novel_food,3,1,0,1,0,1,1,0,1,56.6
Fifi,New_caledonian_crow,10,f,Juvenile,Novel_object,1,1,0,1,0,1,1,0,1,48
Fifi,New_caledonian_crow,10,f,Juvenile,Novel_object,2,1,0,1,0,1,1,0,1,473.2
Fifi,New_caledonian_crow,10,f,Juvenile,Novel_object,3,1,0,1,0,1,1,0,1,123
Flo,New_caledonian_crow,10,f,Juvenile,Control,1,1,0,1,0,1,1,0,1,10.8
Flo,New_caledonian_crow,10,f,Juvenile,Control,2,1,0,1,0,1,1,0,1,8.8
Flo,New_caledonian_crow,10,f,Juvenile,Control,3,1,0,1,0,1,1,0,0,600
Flo,New_caledonian_crow,10,f,Juvenile,Novel_food,1,1,0,1,0,1,1,0,1,16.4
Flo,New_caledonian_crow,10,f,Juvenile,Novel_food,2,1,0,1,0,1,1,0,1,10.2
Flo,New_caledonian_crow,10,f,Juvenile,Novel_food,3,1,0,1,0,1,1,0,1,397.8
Flo,New_caledonian_crow,10,f,Juvenile,Novel_object,1,1,0,1,0,1,1,0,1,19.4
Flo,New_caledonian_crow,10,f,Juvenile,Novel_object,2,1,0,1,0,1,1,0,1,142.8
Flo,New_caledonian_crow,10,f,Juvenile,Novel_object,3,1,0,1,0,1,1,0,0,600
Fossey,New_caledonian_crow,10,m,Adult,Control,1,1,0,1,0,1,1,0,1,11.6
Fossey,New_caledonian_crow,10,m,Adult,Control,2,1,0,1,0,1,1,0,1,15.8
Fossey,New_caledonian_crow,10,m,Adult,Control,3,1,0,1,0,1,1,0,1,11
Fossey,New_caledonian_crow,10,m,Adult,Novel_food,1,1,0,1,0,1,1,0,1,74.6
Fossey,New_caledonian_crow,10,m,Adult,Novel_food,2,1,0,1,0,1,1,0,1,43.2
Fossey,New_caledonian_crow,10,m,Adult,Novel_food,3,1,0,1,0,1,1,0,1,20.2
Fossey,New_caledonian_crow,10,m,Adult,Novel_object,1,1,0,1,0,1,1,0,1,51
Fossey,New_caledonian_crow,10,m,Adult,Novel_object,2,1,0,1,0,1,1,0,1,238.4
Fossey,New_caledonian_crow,10,m,Adult,Novel_object,3,1,0,1,0,1,1,0,1,8.6
Irene,New_caledonian_crow,10,f,Juvenile,Control,1,1,0,1,0,1,1,0,1,395.6
Irene,New_caledonian_crow,10,f,Juvenile,Control,2,1,0,1,0,1,1,0,1,20.4
Irene,New_caledonian_crow,10,f,Juvenile,Control,3,1,0,1,0,1,1,0,1,422.2
Irene,New_caledonian_crow,10,f,Juvenile,Novel_food,1,1,0,1,0,1,1,0,1,27.6
Irene,New_caledonian_crow,10,f,Juvenile,Novel_food,2,1,0,1,0,1,1,0,0,0
Irene,New_caledonian_crow,10,f,Juvenile,Novel_food,3,1,0,1,0,1,1,0,1,16.6
Irene,New_caledonian_crow,10,f,Juvenile,Novel_object,1,1,0,1,0,1,1,0,1,20.2
Irene,New_caledonian_crow,10,f,Juvenile,Novel_object,2,1,0,1,0,1,1,0,1,450.6
Irene,New_caledonian_crow,10,f,Juvenile,Novel_object,3,1,0,1,0,1,1,0,0,600
Jane,New_caledonian_crow,10,f,Adult,Control,1,1,0,1,0,1,1,0,1,8.2
Jane,New_caledonian_crow,10,f,Adult,Control,2,1,0,1,0,1,1,0,1,8.2
Jane,New_caledonian_crow,10,f,Adult,Control,3,1,0,1,0,1,1,0,1,104.4
Jane,New_caledonian_crow,10,f,Adult,Novel_food,1,1,0,1,0,1,1,0,1,12
Jane,New_caledonian_crow,10,f,Adult,Novel_food,2,1,0,1,0,1,1,0,1,14.2
Jane,New_caledonian_crow,10,f,Adult,Novel_food,3,1,0,1,0,1,1,0,1,14.6
Jane,New_caledonian_crow,10,f,Adult,Novel_object,1,1,0,1,0,1,1,0,1,32.2
Jane,New_caledonian_crow,10,f,Adult,Novel_object,2,1,0,1,0,1,1,0,0,600
Jane,New_caledonian_crow,10,f,Adult,Novel_object,3,1,0,1,0,1,1,0,1,19.6
Konrad,New_caledonian_crow,10,m,Adult,Control,1,1,0,1,0,1,1,0,1,8.4
Konrad,New_caledonian_crow,10,m,Adult,Control,2,1,0,1,0,1,1,0,1,17.8
Konrad,New_caledonian_crow,10,m,Adult,Control,3,1,0,1,0,1,1,0,1,9.6
Konrad,New_caledonian_crow,10,m,Adult,Novel_food,1,1,0,1,0,1,1,0,1,69.4
Konrad,New_caledonian_crow,10,m,Adult,Novel_food,2,1,0,1,0,1,1,0,0,0
Konrad,New_caledonian_crow,10,m,Adult,Novel_food,3,1,0,1,0,1,1,0,1,11.2
Konrad,New_caledonian_crow,10,m,Adult,Novel_object,1,1,0,1,0,1,1,0,1,24.4
Konrad,New_caledonian_crow,10,m,Adult,Novel_object,2,1,0,1,0,1,1,0,0,0
Konrad,New_caledonian_crow,10,m,Adult,Novel_object,3,1,0,1,0,1,1,0,1,13.4
Leakey,New_caledonian_crow,10,m,Adult,Control,1,1,0,1,0,1,1,0,1,11.4
Leakey,New_caledonian_crow,10,m,Adult,Control,2,1,0,1,0,1,1,0,1,27.2
Leakey,New_caledonian_crow,10,m,Adult,Control,3,1,0,1,0,1,1,0,1,6
Leakey,New_caledonian_crow,10,m,Adult,Novel_food,1,1,0,1,0,1,1,0,1,24.2
Leakey,New_caledonian_crow,10,m,Adult,Novel_food,2,1,0,1,0,1,1,0,1,26
Leakey,New_caledonian_crow,10,m,Adult,Novel_food,3,1,0,1,0,1,1,0,1,13.8
Leakey,New_caledonian_crow,10,m,Adult,Novel_object,1,1,0,1,0,1,1,0,1,22.2
Leakey,New_caledonian_crow,10,m,Adult,Novel_object,2,1,0,1,0,1,1,0,0,600
Leakey,New_caledonian_crow,10,m,Adult,Novel_object,3,1,0,1,0,1,1,0,1,10.6
Marie,New_caledonian_crow,10,f,Juvenile,Control,1,1,0,1,0,1,1,0,1,14
Marie,New_caledonian_crow,10,f,Juvenile,Control,2,1,0,1,0,1,1,0,1,10.6
Marie,New_caledonian_crow,10,f,Juvenile,Control,3,1,0,1,0,1,1,0,1,24.6
Marie,New_caledonian_crow,10,f,Juvenile,Novel_food,1,1,0,1,0,1,1,0,1,108.8
Marie,New_caledonian_crow,10,f,Juvenile,Novel_food,2,1,0,1,0,1,1,0,1,22.4
Marie,New_caledonian_crow,10,f,Juvenile,Novel_food,3,1,0,1,0,1,1,0,1,38.4
Marie,New_caledonian_crow,10,f,Juvenile,Novel_object,1,1,0,1,0,1,1,0,1,42.4
Marie,New_caledonian_crow,10,f,Juvenile,Novel_object,2,1,0,1,0,1,1,0,1,58.8
Marie,New_caledonian_crow,10,f,Juvenile,Novel_object,3,1,0,1,0,1,1,0,1,19.8
 Mustard Seed,pinyon_jay,6,f,Adult,Control,1,0,0,1,1,0,0,1,1,106.05
Capulet,pinyon_jay,6,m,Adult,Control,1,0,0,1,1,0,0,1,1,536.525
Capulet,pinyon_jay,6,m,Adult,Control,2,0,0,1,1,0,0,1,0,600
Capulet,pinyon_jay,6,m,Adult,Control,3,0,0,1,1,0,0,1,1,28.772
Capulet,pinyon_jay,6,m,Adult,Novel_food,1,0,0,1,1,0,0,1,1,17.253
Capulet,pinyon_jay,6,m,Adult,Novel_food,2,0,0,1,1,0,0,1,1,412.675
Capulet,pinyon_jay,6,m,Adult,Novel_food,3,0,0,1,1,0,0,1,1,80.754
Capulet,pinyon_jay,6,m,Adult,Novel_object,1,0,0,1,1,0,0,1,1,200.189
Capulet,pinyon_jay,6,m,Adult,Novel_object,2,0,0,1,1,0,0,1,1,584.045
Capulet,pinyon_jay,6,m,Adult,Novel_object,3,0,0,1,1,0,0,1,1,15.004
Demetrius,pinyon_jay,6,f,Adult,Control,1,0,0,1,1,0,0,1,1,8.516
Demetrius,pinyon_jay,6,f,Adult,Control,2,0,0,1,1,0,0,1,1,2.256
Demetrius,pinyon_jay,6,f,Adult,Control,3,0,0,1,1,0,0,1,1,1.5
Demetrius,pinyon_jay,6,f,Adult,Novel_food,1,0,0,1,1,0,0,1,0,600
Demetrius,pinyon_jay,6,f,Adult,Novel_food,2,0,0,1,1,0,0,1,1,3.753
Demetrius,pinyon_jay,6,f,Adult,Novel_food,3,0,0,1,1,0,0,1,1,3.007
Demetrius,pinyon_jay,6,f,Adult,Novel_object,1,0,0,1,1,0,0,1,1,3.753
Demetrius,pinyon_jay,6,f,Adult,Novel_object,2,0,0,1,1,0,0,1,1,3.255
Demetrius,pinyon_jay,6,f,Adult,Novel_object,3,0,0,1,1,0,0,1,1,2.254
Gonzo,pinyon_jay,6,m,Adult,Control,1,0,0,1,1,0,0,1,1,13.271
Gonzo,pinyon_jay,6,m,Adult,Control,2,0,0,1,1,0,0,1,1,7.255
Gonzo,pinyon_jay,6,m,Adult,Control,3,0,0,1,1,0,0,1,1,6.502
Gonzo,pinyon_jay,6,m,Adult,Novel_food,1,0,0,1,1,0,0,1,1,9.27
Gonzo,pinyon_jay,6,m,Adult,Novel_food,2,0,0,1,1,0,0,1,1,4.747
Gonzo,pinyon_jay,6,m,Adult,Novel_food,3,0,0,1,1,0,0,1,1,5.248
Gonzo,pinyon_jay,6,m,Adult,Novel_object,1,0,0,1,1,0,0,1,1,130.752
Gonzo,pinyon_jay,6,m,Adult,Novel_object,2,0,0,1,1,0,0,1,1,7.508
Gonzo,pinyon_jay,6,m,Adult,Novel_object,3,0,0,1,1,0,0,1,1,16.928
Hermoine,pinyon_jay,6,f,Adult,Control,1,0,0,1,1,0,0,1,0,600
Hermoine,pinyon_jay,6,f,Adult,Control,2,0,0,1,1,0,0,1,0,600
Hermoine,pinyon_jay,6,f,Adult,Control,3,0,0,1,1,0,0,1,0,600
Hermoine,pinyon_jay,6,f,Adult,Novel_food,1,0,0,1,1,0,0,1,0,600
Hermoine,pinyon_jay,6,f,Adult,Novel_food,2,0,0,1,1,0,0,1,0,600
Hermoine,pinyon_jay,6,f,Adult,Novel_food,3,0,0,1,1,0,0,1,0,600
Hermoine,pinyon_jay,6,f,Adult,Novel_object,1,0,0,1,1,0,0,1,0,600
Hermoine,pinyon_jay,6,f,Adult,Novel_object,2,0,0,1,1,0,0,1,0,600
Hermoine,pinyon_jay,6,f,Adult,Novel_object,3,0,0,1,1,0,0,1,0,600
Kermit,pinyon_jay,6,m,Adult,Control,1,0,0,1,1,0,0,1,1,37.999
Kermit,pinyon_jay,6,m,Adult,Control,2,0,0,1,1,0,0,1,1,12.25
Kermit,pinyon_jay,6,m,Adult,Control,3,0,0,1,1,0,0,1,1,3.508
Kermit,pinyon_jay,6,m,Adult,Novel_food,1,0,0,1,1,0,0,1,1,73.08
Kermit,pinyon_jay,6,m,Adult,Novel_food,2,0,0,1,1,0,0,1,1,18.77
Kermit,pinyon_jay,6,m,Adult,Novel_food,3,0,0,1,1,0,0,1,1,3.756
Kermit,pinyon_jay,6,m,Adult,Novel_object,1,0,0,1,1,0,0,1,1,16.274
Kermit,pinyon_jay,6,m,Adult,Novel_object,2,0,0,1,1,0,0,1,1,12.448
Kermit,pinyon_jay,6,m,Adult,Novel_object,3,0,0,1,1,0,0,1,1,1.754
Mustard Seed,pinyon_jay,6,f,Adult,Control,2,0,0,1,1,0,0,1,0,600
Mustard Seed,pinyon_jay,6,f,Adult,Control,3,0,0,1,1,0,0,1,0,600
Mustard Seed,pinyon_jay,6,f,Adult,Novel_food,1,0,0,1,1,0,0,1,1,176.93
Mustard Seed,pinyon_jay,6,f,Adult,Novel_food,2,0,0,1,1,0,0,1,0,600
Mustard Seed,pinyon_jay,6,f,Adult,Novel_food,3,0,0,1,1,0,0,1,1,543.783
Mustard Seed,pinyon_jay,6,f,Adult,Novel_object,1,0,0,1,1,0,0,1,0,600
Mustard Seed,pinyon_jay,6,f,Adult,Novel_object,2,0,0,1,1,0,0,1,1,508.511
Mustard Seed,pinyon_jay,6,f,Adult,Novel_object,3,0,0,1,1,0,0,1,0,600
Oscar,pinyon_jay,6,m,Adult,Control,1,0,0,1,1,0,0,1,1,16.501
Oscar,pinyon_jay,6,m,Adult,Control,2,0,0,1,1,0,0,1,1,11.239
Oscar,pinyon_jay,6,m,Adult,Control,3,0,0,1,1,0,0,1,1,3.508
Oscar,pinyon_jay,6,m,Adult,Novel_food,1,0,0,1,1,0,0,1,1,64.496
Oscar,pinyon_jay,6,m,Adult,Novel_food,2,0,0,1,1,0,0,1,1,17.524
Oscar,pinyon_jay,6,m,Adult,Novel_food,3,0,0,1,1,0,0,1,1,3.756
Oscar,pinyon_jay,6,m,Adult,Novel_object,1,0,0,1,1,0,0,1,1,22.025
Oscar,pinyon_jay,6,m,Adult,Novel_object,2,0,0,1,1,0,0,1,1,12.448
Oscar,pinyon_jay,6,m,Adult,Novel_object,3,0,0,1,1,0,0,1,1,1.754
Snug,pinyon_jay,6,f,Adult,Control,1,0,0,1,1,0,0,1,1,15.754
Snug,pinyon_jay,6,f,Adult,Control,2,0,0,1,1,0,0,1,0,600
Snug,pinyon_jay,6,f,Adult,Control,3,0,0,1,1,0,0,1,1,1
Snug,pinyon_jay,6,f,Adult,Novel_food,1,0,0,1,1,0,0,1,1,54.583
Snug,pinyon_jay,6,f,Adult,Novel_food,2,0,0,1,1,0,0,1,1,10.007
Snug,pinyon_jay,6,f,Adult,Novel_food,3,0,0,1,1,0,0,1,1,6.011
Snug,pinyon_jay,6,f,Adult,Novel_object,1,0,0,1,1,0,0,1,1,13.771
Snug,pinyon_jay,6,f,Adult,Novel_object,2,0,0,1,1,0,0,1,1,24.528
Snug,pinyon_jay,6,f,Adult,Novel_object,3,0,0,1,1,0,0,1,1,5.26
Theseus,pinyon_jay,6,f,Adult,Control,1,0,0,1,1,0,0,1,1,15.273
Theseus,pinyon_jay,6,f,Adult,Control,2,0,0,1,1,0,0,1,1,21.996
Theseus,pinyon_jay,6,f,Adult,Control,3,0,0,1,1,0,0,1,1,5.945
Theseus,pinyon_jay,6,f,Adult,Novel_food,1,0,0,1,1,0,0,1,1,15.518
Theseus,pinyon_jay,6,f,Adult,Novel_food,2,0,0,1,1,0,0,1,1,31.252
Theseus,pinyon_jay,6,f,Adult,Novel_food,3,0,0,1,1,0,0,1,1,5.272
Theseus,pinyon_jay,6,f,Adult,Novel_object,1,0,0,1,1,0,0,1,1,40.501
Theseus,pinyon_jay,6,f,Adult,Novel_object,2,0,0,1,1,0,0,1,1,27.776
Theseus,pinyon_jay,6,f,Adult,Novel_object,3,0,0,1,1,0,0,1,1,7.049
PJ_403,pinyon_jay,9,m,Adult,Control,1,0,0,1,1,0,0,1,1,38
PJ_403,pinyon_jay,9,m,Adult,Control,2,0,0,1,1,0,0,1,1,13.2
PJ_403,pinyon_jay,9,m,Adult,Control,3,0,0,1,1,0,0,1,1,11.8
PJ_403,pinyon_jay,9,m,Adult,Novel_food,1,0,0,1,1,0,0,1,1,37.4
PJ_403,pinyon_jay,9,m,Adult,Novel_food,2,0,0,1,1,0,0,1,1,23.8
PJ_403,pinyon_jay,9,m,Adult,Novel_food,3,0,0,1,1,0,0,1,1,13.4
PJ_403,pinyon_jay,9,m,Adult,Novel_object,1,0,0,1,1,0,0,1,1,129.8
PJ_403,pinyon_jay,9,m,Adult,Novel_object,2,0,0,1,1,0,0,1,1,151.6
PJ_403,pinyon_jay,9,m,Adult,Novel_object,3,0,0,1,1,0,0,1,1,35.6
PJ_407,pinyon_jay,9,f,Adult,Control,1,0,0,1,1,0,0,1,1,14.8
PJ_407,pinyon_jay,9,f,Adult,Control,2,0,0,1,1,0,0,1,1,12.2
PJ_407,pinyon_jay,9,f,Adult,Control,3,0,0,1,1,0,0,1,0,600
PJ_407,pinyon_jay,9,f,Adult,Novel_food,1,0,0,1,1,0,0,1,0,600
PJ_407,pinyon_jay,9,f,Adult,Novel_food,2,0,0,1,1,0,0,1,0,600
PJ_407,pinyon_jay,9,f,Adult,Novel_food,3,0,0,1,1,0,0,1,0,600
PJ_407,pinyon_jay,9,f,Adult,Novel_object,1,0,0,1,1,0,0,1,0,600
PJ_407,pinyon_jay,9,f,Adult,Novel_object,2,0,0,1,1,0,0,1,0,600
PJ_407,pinyon_jay,9,f,Adult,Novel_object,3,0,0,1,1,0,0,1,0,600
